,,,,,,,,,,,,,,,,,,,,
,Message,Signal,Event trans.,MSB,LSB,Size [bit],[s]igned or [u]nsigned,Resolution,Offset,Range [MIN],Range [MAX],Startup / Default,Unit,Accuracy,Signal Age [ms],Values Table,Property,Value,Note,List of revisions
,EXTERNAL_LIGHTS,FrontWindshieldWiperMotorErrorSts,Yes,60,60,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,EXTERNAL_LIGHTS,RearWindowWiperSts,Yes,59,59,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,EXTERNAL_LIGHTS,RearWindowWiperSts,Yes,59,59,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,EXTERNAL_LIGHTS,RearWindowWiperMotorErrorSts,Yes,58,58,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,EXTERNAL_LIGHTS,RearWindowWiperMotorErrorSts,Yes,58,58,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,EXTERNAL_LIGHTS,FrontWindshieldWiperResetCommand,Yes,57,57,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,EXTERNAL_LIGHTS,FrontWindshieldWiperResetCommand,Yes,57,57,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,EXTERNAL_LIGHTS,Not used,No,56,55,2,–,–,–,–,–,–,–,–,–,No,–,–,,
,EXTERNAL_LIGHTS,RHParkTailLightSts,Yes,54,54,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,RHParkTailLightSts,Yes,54,54,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,LHParkTailLightSts,Yes,53,53,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,LHParkTailLightSts,Yes,53,53,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,HighBeamSts,Yes,52,52,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,HighBeamSts,Yes,52,52,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,LowBeamSts,Yes,51,51,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,LowBeamSts,Yes,51,51,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,Not used,Yes,50,48,3,–,–,–,–,–,–,–,–,–,No,–,–,,
,EXTERNAL_LIGHTS,HazardLightSts,No,47,47,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,HazardLightSts,No,47,47,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,LHTurnSignalSts,Yes,46,46,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,LHTurnSignalSts,Yes,46,46,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,RHTurnSignalSts,Yes,45,45,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,RHTurnSignalSts,Yes,45,45,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,RHeatedWindowSts,Yes,44,44,1,–,–,–,–,–,0,–,–,–,Yes,OFF,0,,
,EXTERNAL_LIGHTS,RHeatedWindowSts,Yes,44,44,1,–,–,–,–,–,0,–,–,–,Yes,ON,1,,
,EXTERNAL_LIGHTS,Not used,Yes,43,42,2,–,–,–,–,–,–,–,–,–,No,–,–,,
,EXTERNAL_LIGHTS,RHRTurnLightFailSts,No,41,41,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHRTurnLightFailSts,No,41,41,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHRTurnLightFailSts,No,40,40,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,LHRTurnLightFailSts,No,40,40,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHFTurnLightFailSts,No,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is RHTurnLightFailSts",
,EXTERNAL_LIGHTS,RHFTurnLightFailSts,No,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHFTurnLightFailSts,No,38,38,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is LHTurnLightFailSts",
,EXTERNAL_LIGHTS,LHFTurnLightFailSts,No,38,38,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,CHMStopLightFailSts,No,37,37,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,14
,EXTERNAL_LIGHTS,CHMStopLightFailSts,No,37,37,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,14
,EXTERNAL_LIGHTS,LHStopLightFailSts,No,36,36,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is StopLightFailSts",
,EXTERNAL_LIGHTS,LHStopLightFailSts,No,36,36,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHStopLightFailSts,No,35,35,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHStopLightFailSts,No,35,35,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,Not used,No,34,34,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,EXTERNAL_LIGHTS,LHRearFogLightFailSts,No,33,33,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is RearFogLightFailSts",
,EXTERNAL_LIGHTS,LHRearFogLightFailSts,No,33,33,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHRearFogLightFailSts,No,32,32,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHRearFogLightFailSts,No,32,32,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHRParkTailLightFailSts,No,31,31,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is RHParkTailLightFailSts",
,EXTERNAL_LIGHTS,RHRParkTailLightFailSts,No,31,31,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHRParkTailLightFailSts,No,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,"For 937 only:
The signal name used in 937 is LHParkTailLightFailSts",
,EXTERNAL_LIGHTS,LHRParkTailLightFailSts,No,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHFParkTailLightFailSts,No,29,29,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHFParkTailLightFailSts,No,29,29,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHFParkTailLightFailSts,No,28,28,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,LHFParkTailLightFailSts,No,28,28,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,PlateLightFailSts,No,27,27,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,PlateLightFailSts,No,27,27,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,Not used,No,26,24,3,–,–,–,–,–,–,–,–,–,No,–,–,,
,EXTERNAL_LIGHTS,RHHighBeamFailSts,No,23,23,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHHighBeamFailSts,No,23,23,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHHighBeamFailSts,No,22,22,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,LHHighBeamFailSts,No,22,22,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,RHLowBeamFailSts,No,21,21,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,RHLowBeamFailSts,No,21,21,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,LHLowBeamFailSts,No,20,20,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,EXTERNAL_LIGHTS,LHLowBeamFailSts,No,20,20,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,EXTERNAL_LIGHTS,Not used,No,19,16,4,–,–,–,–,–,–,–,–,–,No,–,–,,
,NBC_VPS2,VPSRandomCode,No,63,48,16,–,–,–,–,–,–,–,–,–,No,see [3],–,,
,NBC_VPS2,VPSCheckCode,No,47,40,8,–,–,–,–,–,–,–,–,–,No,see [3],–,,
,NBC_VPS2,VPSChildSecSts,Yes,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSChildSecSts,Yes,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Not active,0,,
,NBC_VPS2,Not used,No,38,37,2,–,–,–,–,–,–,–,–,–,No,–,–,,
,NBC_VPS2,VPSDoorsAlarmCauseCntrl,Yes,36,36,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSDoorsAlarmCauseCntrl,Yes,36,36,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSTrunkAlarmCauseCntrl,Yes,35,35,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSTrunkAlarmCauseCntrl,Yes,35,35,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSBonnetAlarmCauseCntrl,Yes,34,34,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSBonnetAlarmCauseCntrl,Yes,34,34,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSUSAlarmCauseCntrl,Yes,33,33,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSUSAlarmCauseCntrl,Yes,33,33,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSAIAlarmCauseCntrl,Yes,32,32,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSAIAlarmCauseCntrl,Yes,32,32,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSElectricalAlarmCauseCntrl,Yes,31,31,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSElectricalAlarmCauseCntrl,Yes,31,31,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSTxBatteryLowCntrl,Yes,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSTxBatteryLowCntrl,Yes,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSCIDNotFoundCntrl,Yes,29,29,1,–,–,–,–,–,0,–,–,–,Yes,CID Not Found,1,,
,NBC_VPS2,VPSCIDNotFoundCntrl,Yes,29,29,1,–,–,–,–,–,0,–,–,–,Yes,CID Found,0,,
,NBC_VPS2,VPSCIDBatteryLowCntrl,Yes,28,28,1,–,–,–,–,–,0,–,–,–,Yes,Not Active,0,,
,NBC_VPS2,VPSCIDBatteryLowCntrl,Yes,28,28,1,–,–,–,–,–,0,–,–,–,Yes,Active,1,,
,NBC_VPS2,VPSAlarmFailCntrl,Yes,27,27,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,NBC_VPS2,VPSAlarmFailCntrl,Yes,27,27,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,NBC_VPS2,VPSSCWarningCntrl,Yes,26,26,1,–,–,–,–,–,0,–,–,–,Yes,Key ON,0,,
,NBC_VPS2,VPSSCWarningCntrl,Yes,26,26,1,–,–,–,–,–,0,–,–,–,Yes,Key OFF,1,,
,NBC_VPS2,VPSCIDNotPresCntrl,Yes,25,25,1,–,–,–,–,–,0,–,–,–,Yes,CID not present,1,,
,NBC_VPS2,VPSCIDNotPresCntrl,Yes,25,25,1,–,–,–,–,–,0,–,–,–,Yes,CID present,0,,
,NBC_VPS2,Not used,No,24,0,25,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NCM,Reserved,No,63,56,8,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NCM,OilPressureSts,No,55,55,1,u,1,0,0,1,1,–,–,–,Yes,Normal Pressure,0,,
,STATUS_B-NCM,OilPressureSts,No,55,55,1,u,1,0,0,1,1,–,–,–,Yes,Low Pressure,1,,
,STATUS_B-NCM,OilPressureFailSts,No,54,54,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NCM,OilPressureFailSts,No,54,54,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_C-NCM,GeneralDenominator,No,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Denominetor not increase,0,,83
,STATUS_C-NCM,GeneralDenominator,No,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Denominetor increase,1,,83
,STATUS_B-NCM,Not used,No,52,50,3,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NCM,CruiseControlLampSts,No,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Not inserted,0,,
,STATUS_B-NCM,CruiseControlLampSts,No,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Inserted,1,,
,STATUS_B-NCM,Not used,No,48,48,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NCM,CompressorSts,No,47,46,2,u,1,0,0,3,2,–,–,–,Yes,Inserted,3,,
,STATUS_B-NCM,CompressorSts,No,47,46,2,u,1,0,0,3,2,–,–,–,Yes,Not inserted by NCM,1,,
,STATUS_B-NCM,CompressorSts,No,47,46,2,u,1,0,0,3,2,–,–,–,Yes,Not inserted by driver or securities,2,,
,STATUS_B-NCM,CompressorSts,No,47,46,2,u,1,0,0,3,2,–,–,–,Yes,Not used,0,,
,STATUS_B-NCM,LimpHomeSts,No,45,45,1,u,1,0,0,1,0,–,–,–,Yes,Not Active,0,,
,STATUS_B-NCM,LimpHomeSts,No,45,45,1,u,1,0,0,1,0,–,–,–,Yes,Active,1,,
,STATUS_B-NCM,EMSFailSts,No,44,43,2,u,1,0,0,3,2,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NCM,EMSFailSts,No,44,43,2,u,1,0,0,3,2,–,–,–,Yes,"Fail, Flash Light Indication",1,,
,STATUS_B-NCM,EMSFailSts,No,44,43,2,u,1,0,0,3,2,–,–,–,Yes,"Fail, Fix Light Indication",2,,
,STATUS_B-NCM,EMSFailSts,No,44,43,2,u,1,0,0,3,2,–,–,–,Yes,Not used,3,,
,STATUS_B-NCM,EngineWaterTempFailSts,No,42,42,1,u,1,0,0,1,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NCM,EngineWaterTempFailSts,No,42,42,1,u,1,0,0,1,0,–,–,–,Yes,Fail Present,1,,
,STATUS_B-NCM,Not used,No,41,41,1,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NCM,EngineWaterTempWarningLightSts,No,40,40,1,u,1,0,0,1,0,–,–,–,Yes,OFF,0,,
,STATUS_B-NCM,EngineWaterTempWarningLightSts,No,40,40,1,u,1,0,0,1,0,–,–,–,Yes,ON,1,,
,STATUS_B-NCM,EngineWaterTemp,No,39,32,8,u,1,-40,-40,215,–,°C,± 2 °C at 120 °C,130,No,–,–,,
,STATUS_B-NCM,FuelConsumption,No,31,16,16,u,"0,0044",0,0,288,–,litres/hour,± 5%,50,No,–,–,"{For F149: Range_MAX = 144;
Resolution = 0.0022}",
,STATUS_B-NCM,EngineSpeed,No,15,8,8,u,40,0,0,10200,–,rpm,± 1 rpm,35,No,–,–,"For Ferrari application Range High is extended from 8000 to 10200 rpm.
Resolution has been increased from 32 to 40 rpm.",
,STATUS_B-NCM,PdtcDrivingCycle,No,7,7,1,u,1,0,0,1,0,–,–,–,Yes,Not Fulfilled,0,,7
,STATUS_B-NCM,PdtcDrivingCycle,No,7,7,1,u,1,0,0,1,0,–,–,–,Yes,Fulfilled,1,,7
,STATUS_B-NCM,FuelConsumptionValidData,No,6,6,1,u,1,0,0,1,0,–,–,–,Yes,Valid,0,,
,STATUS_B-NCM,FuelConsumptionValidData,No,6,6,1,u,1,0,0,1,0,–,–,–,Yes,Not valid,1,,
,STATUS_B-NCM,EngineSpeedValidData,No,5,5,1,u,1,0,0,1,0,–,–,–,Yes,Valid,0,,
,STATUS_B-NCM,EngineSpeedValidData,No,5,5,1,u,1,0,0,1,0,–,–,–,Yes,Not valid,1,,
,STATUS_B-NCM,OilLevelSts,No,4,4,1,u,1,0,0,1,0,–,–,–,Yes,Normal Level,0,,
,STATUS_B-NCM,OilLevelSts,No,4,4,1,u,1,0,0,1,0,–,–,–,Yes,Low Level,1,,
,STATUS_B-NCM,ShiftIndicatorLightSts,No,3,2,2,u,1,0,0,3,0,–,–,–,Yes,Light Indication off,0,,
,STATUS_B-NCM,ShiftIndicatorLightSts,No,3,2,2,u,1,0,0,3,0,–,–,–,Yes,Flashing Light Indication,1,,
,STATUS_B-NCM,ShiftIndicatorLightSts,No,3,2,2,u,1,0,0,3,0,–,–,–,Yes,Fix Light Indication,2,,
,STATUS_B-NCM,ShiftIndicatorLightSts,No,3,2,2,u,1,0,0,3,0,–,–,–,Yes,Not used,3,,
,STATUS_B-NCM,SlowDownSts,No,1,0,2,u,1,0,0,3,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NCM,SlowDownSts,No,1,0,2,u,1,0,0,3,0,–,–,–,Yes,High Temperature,1,,
,STATUS_B-NCM,SlowDownSts,No,1,0,2,u,1,0,0,3,0,–,–,–,Yes,Very High Temperature,3,,
,STATUS_B-NCM,SlowDownSts,No,1,0,2,u,1,0,0,3,0,–,–,–,Yes,FailPresent,2,,
,STATUS_B-NFR,Reserved,No,63,56,8,–,–,–,–,–,–,–,–,–,No,–,–,,
,STATUS_B-NFR,DiagnosticSessionActiveOnNFR,No,55,55,1,–,–,–,–,–,0,–,–,–,Yes,DiagnosticSessionNotActive,0,,
,STATUS_B-NFR,DiagnosticSessionActiveOnNFR,No,55,55,1,–,–,–,–,–,0,–,–,–,Yes,DiagnosticSessionActive,1,,
,STATUS_B-NFR,AutoParkEnable,No,54,54,1,–,–,–,–,–,1,–,–,–,Yes,Disabled,0,,
,STATUS_B-NFR,AutoParkEnable,No,54,54,1,–,–,–,–,–,1,–,–,–,Yes,Enabled,1,,
,STATUS_B-NFR,ABSFailSts,No,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Fail not present,0,,
,STATUS_B-NFR,ABSFailSts,No,53,53,1,u,1,0,0,1,0,–,–,–,Yes,Fail present - Lamp on,1,,
,STATUS_B-NFR,EBDFailSts,No,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Fail not present,0,,
,STATUS_B-NFR,EBDFailSts,No,52,52,1,u,1,0,0,1,0,–,–,–,Yes,Fail present - Lamp on,1,,
,STATUS_B-NFR,ASRFailSts,No,51,51,1,–,–,–,–,–,0,–,–,–,Yes,–,–,,47
,STATUS_B-NFR,ASRFailSts,No,51,51,1,–,–,–,–,–,0,–,–,–,Yes,–,–,,47
,STATUS_B-NFR,VDCFailSts,No,50,50,1,–,–,–,–,–,0,–,–,–,Yes,–,–,,
,STATUS_B-NFR,VDCFailSts,No,50,50,1,–,–,–,–,–,0,–,–,–,Yes,–,–,,
,STATUS_B-NFR,TC/ASRIntervention,No,49,49,1,u,1,0,0,1,0,–,–,–,Yes,No Intervention,0,,
,STATUS_B-NFR,TC/ASRIntervention,No,49,49,1,u,1,0,0,1,0,–,–,–,Yes,Intervention - Blinking lamp,1,,
,STATUS_B-NFR,VDCIntervention,No,48,48,1,u,1,0,0,1,0,–,–,–,Yes,No Intervention,0,,
,STATUS_B-NFR,VDCIntervention,No,48,48,1,u,1,0,0,1,0,–,–,–,Yes,Intervention - Blinking lamp,1,,
,STATUS_B-NFR,TC/ASRControlSts,No,47,47,1,–,–,–,–,–,0,–,–,–,Yes,On,0,,
,STATUS_B-NFR,TC/ASRControlSts,No,47,47,1,–,–,–,–,–,0,–,–,–,Yes,Disabled,1,,
,STATUS_B-NFR,Not Used,No,46,46,1,–,–,–,–,–,0,–,–,–,No,–,–,,
,STATUS_B-NFR,TCSFailSts,No,45,45,1,–,–,–,–,–,0,–,–,–,Yes,Not Inserted,0,,47
,STATUS_B-NFR,TCSFailSts,No,45,45,1,–,–,–,–,–,0,–,–,–,Yes,Inserted,1,,47
,STATUS_B-NFR,VehicleSpeed,No,44,32,13,–,–,–,–,–,0,km/h,"0,0625 km/h",10,No,–,–,"NFR(A) 
Accuracy 0,0625 km/h 
NOTE: 
If VehicleSpeed <1,75km/h 
   Then VehicleSpeed = 0 km/h  
Signal not valid for 600ms after startup ",
,STATUS_B-NFR,VehicleSpeedFailSts,No,31,31,1,–,–,–,–,–,1,–,–,–,Yes,Fail Not Present,0,Signal not valid for 600ms after startup,
,STATUS_B-NFR,VehicleSpeedFailSts,No,31,31,1,–,–,–,–,–,1,–,–,–,Yes,Fail Present,1,,
,STATUS_B-NFR,LHRPulseCounterFailSts,No,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NFR,LHRPulseCounterFailSts,No,30,30,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,STATUS_B-NFR,RHRPulseCounterFailSts,No,29,29,1,–,–,–,–,–,0,–,–,–,Yes,Fail Not Present,0,,
,STATUS_B-NFR,RHRPulseCounterFailSts,No,29,29,1,–,–,–,–,–,0,–,–,–,Yes,Fail Present,1,,
,STATUS_B-NFR,LHRPulseCounter,No,28,16,13,–,–,–,–,–,0,pulses (= 1/96 wheel's turns),–,–,No,–,–,,
,STATUS_B-NFR,StopLIghtActivationReq,No,15,15,1,u,1,0,0,1,0,pulses,–,–,Yes,Stop Light switched OFF,0,This signal is internally used by NBC only. There aren’t any changes for Gateway Function.,
,STATUS_B-NFR,StopLIghtActivationReq,No,15,15,1,u,1,0,0,1,0,pulses,–,–,Yes,Stop Light switched ON,1,,
,STATUS_B-NFR,ESPRecoveryMode,No,14,14,1,–,–,–,–,–,0,–,–,–,Yes,Normal Mode,0,,
,STATUS_B-NFR,ESPRecoveryMode,No,14,14,1,–,–,–,–,–,0,–,–,–,Yes,Recovery Mode,1,,
,STATUS_B-NFR,HillHolderFailSts,No,13,13,1,u,1,0,0,1,0,–,–,–,Yes,Fail not present,0,,
,STATUS_B-NFR,HillHolderFailSts,No,13,13,1,u,1,0,0,1,0,–,–,–,Yes,Fail present,1,,
,STATUS_B-NFR,RHRPulseCounter,No,12,0,13,–,–,–,–,–,0,pulses (= 1/96 wheel's turns),–,–,No,–,–,,
,AC_COMPRESSOR_CMD,DTCChillerTXV,No,63,62,2,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,22
,AC_COMPRESSOR_CMD,DTCChillerTXV,No,63,62,2,–,–,–,–,–,–,–,–,–,Yes,Over threshold max,1,,22
,AC_COMPRESSOR_CMD,DTCChillerTXV,No,63,62,2,–,–,–,–,–,–,–,–,–,Yes,Under threshold min,2,,22
,AC_COMPRESSOR_CMD,DTCChillerTXV,No,63,62,2,–,–,–,–,–,–,–,–,–,Yes,Not used,3,,22
,AC_COMPRESSOR_CMD,CompressorSpeedRequest,Yes,61,48,14,–,–,–,–,–,0,rpm,–,–,No,–,–,Valid Range : 960rpm - 8640rpm,14
,AC_COMPRESSOR_CMD,CANInterface,No,47,47,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CANInterface,No,47,47,1,–,–,–,–,–,–,–,–,–,Yes,Bus Off,1,,23
,AC_COMPRESSOR_CMD,CompressorPlausibility,No,46,46,1,–,–,–,–,–,–,–,–,–,Yes,Inserted,0,,23
,AC_COMPRESSOR_CMD,CompressorPlausibility,No,46,46,1,–,–,–,–,–,–,–,–,–,Yes,Not Inserted,1,,23
,AC_COMPRESSOR_CMD,CP2OverCurrent,No,45,45,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2OverCurrent,No,45,45,1,–,–,–,–,–,–,–,–,–,Yes,Over Current,1,,23
,AC_COMPRESSOR_CMD,CP2DryRun,No,44,44,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2DryRun,No,44,44,1,–,–,–,–,–,–,–,–,–,Yes,Dry run,1,,23
,AC_COMPRESSOR_CMD,CP2OverTemperature,No,43,43,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2OverTemperature,No,43,43,1,–,–,–,–,–,–,–,–,–,Yes,Over Temperature,1,,23
,AC_COMPRESSOR_CMD,CP2VoltageError,No,42,42,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2VoltageError,No,42,42,1,–,–,–,–,–,–,–,–,–,Yes,Voltage Error,1,,23
,AC_COMPRESSOR_CMD,CP2Deblocking,No,41,41,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2Deblocking,No,41,41,1,–,–,–,–,–,–,–,–,–,Yes,Over Current,1,,23
,AC_COMPRESSOR_CMD,CP2LinBusErr,No,40,40,1,–,–,–,–,–,–,–,–,–,Yes,Fail not present,0,,23
,AC_COMPRESSOR_CMD,CP2LinBusErr,No,40,40,1,–,–,–,–,–,–,–,–,–,Yes,Comunication Error,1,,23
,AC_COMPRESSOR_CMD,ExternalTemperatureFailSts,No,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Fail not present,0,,31
,AC_COMPRESSOR_CMD,ExternalTemperatureFailSts,No,39,39,1,–,–,–,–,–,0,–,–,–,Yes,Over Current,1,,31
,AC_COMPRESSOR_CMD,InletWaterTemperatureFailSts,No,38,38,1,–,–,–,–,–,0,–,–,–,Yes,Fail not present,0,,31
,AC_COMPRESSOR_CMD,InletWaterTemperatureFailSts,No,38,38,1,–,–,–,–,–,0,–,–,–,Yes,Comunication Error,1,,31
,AC_COMPRESSOR_CMD,OutletWaterTemperatureFailSts,No,37,37,1,–,–,–,–,–,0,–,–,–,Yes,Fail not present,0,,31
,AC_COMPRESSOR_CMD,OutletWaterTemperatureFailSts,No,37,37,1,–,–,–,–,–,0,–,–,–,Yes,Over Current,1,,31
,AC_COMPRESSOR_CMD,NCLKersEdriveFailSts,No,36,36,1,–,–,–,–,–,0,–,–,–,No,Fail not present,0,,34
,AC_COMPRESSOR_CMD,NCLKersEdriveFailSts,No,36,36,1,–,–,–,–,–,0,–,–,–,No,Fail present,1,,34
